1,-181.8419269545703
2,-100.7427641527466
3,-102.29076761336154
4,-934.0664199037398
5,-133.06475586575885
6,-120.79569936350327
7,-176.60840300385954
8,-258.5536620468239
9,-100.74831580649345
10,-138.3371187569425
11,-135.2230532171354
12,-105.84302080992131
13,-143.43422733932746
14,-934.1532224886114
15,-934.1905941489937
16,-934.1647150316151
17,-139.5332518724192
18,-934.2066005218619
19,-186.14505224777454
20,-934.1927520426964
21,-934.2007006759708
22,-143.82593259313603
23,-102.29332062735398
24,-110.89933550918921
25,-934.1313522936475
26,-934.169886445435
27,-148.94191894973784
28,-120.32503660923288
29,-934.2094112285038
30,-100.74750038729809
31,-115.63990716261719
32,-930.0199861138589
33,-934.2141004375354
34,-201.1558981090215
35,-933.8196523788713
36,-195.0599460102968
37,-103.85834005501528
38,-102.20481639576421
39,-162.71821648304524
40,-253.9392643585161
41,-116.36326539745855
42,-930.991958912198
43,-231.8011067772
44,-934.1616297948854
45,-932.8732978754321
46,-101.14306524360816
47,-931.5655813368901
48,-101.9135840535134
49,-144.23052005064253
50,-934.209522367739
51,-934.16510678793
52,-934.117979306211
53,-187.70392916912323
54,-934.1697603065124
55,-934.1518677029823
56,-934.193099002544
57,-101.1316961413105
58,-934.1671244835022
59,-117.17331514884752
60,-934.204522322569
61,-934.2003513683251
62,-934.1949646617339
63,-934.1856805903668
64,-135.60603828261586
65,-934.1903944703965
66,-934.1889129072129
67,-934.145793411541
68,-103.08076446273616
69,-102.3149294630255
70,-141.48041320103246
71,-194.7535095655598
72,-934.1324894610846
73,-934.1808443846642
74,-934.177400611358
75,-870.3093758499813
76,-741.0721997177551
77,-809.3902538939844
78,-172.6764133786179
79,-100.30906080149995
80,-209.1066357240746
81,-500.9514991334273
82,-445.8278810213078
83,-126.00567724258353
84,-103.47677928297442
85,-602.4994897778763
86,-100.74401376806551
87,-102.4739514473727
88,-325.0494027976598
89,-137.02430723347896
90,-275.1016498348381
91,-489.4727939636307
92,-115.38090415293175
93,-167.05441503857816
94,-182.04874518111023
95,-598.550723938672
96,-150.20236078171465
97,-136.00643342423766
98,-101.5844745751099
99,-353.4362738374489
100,-111.02019012944709
101,-402.9223007950278
102,-161.66189000113255
103,-396.20719211472795
104,-182.36280283040122
105,-486.94491227012634
106,-415.69119326779804
107,-148.37281555103667
108,-897.7961336128524
109,-912.3221123400663
110,-113.22489905963707
111,-111.53320563491127
112,-116.70178224622843
113,-141.55384934720547
114,-138.06477951367194
115,-135.47436331300557
116,-147.93667029325673
117,-118.14374474835999
118,-284.8032534166444
119,-136.37378349809381
120,-141.64156587853708
121,-116.37928062344736
122,-104.06818476422792
123,-137.0505808209908
124,-116.75216363942617
125,-118.18555323999317
126,-127.42251507763902
127,-108.81683302762707
128,-117.39059569258976
129,-104.58607638339184
130,-154.42180205929915
131,-241.5207699475463
132,-118.75923953153621
133,-148.92733341004475
134,-142.6430623891902
135,-101.147075633762
136,-162.0190646354941
137,-101.82448965917042
138,-122.70355957331438
139,-111.72891154442979
140,-152.60534934272508
141,-111.83555508895732
142,-114.95351032026568
143,-121.59266346940632
144,-116.790607724508
145,-106.99905674371743
146,-108.48941327365976
147,-162.19959328900697
148,-112.48216816059123
149,-262.154652088284
150,-107.72445452790305
151,-103.1961365007915
152,-123.1630058222189
153,-110.09911534620105
154,-134.47058303380282
155,-109.13486620927921
156,-126.33811046772817
157,-145.00756212420066
158,-455.41047904290417
159,-101.02904200751897
160,-109.99043171857642
161,-109.17502936225661
162,-124.38058805349836
163,-637.5952206944419
164,-199.40012800193176
165,-932.4408202220967
166,-161.21634400157006
167,-107.39291586901584
168,-932.7626162033707
169,-931.6350262323552
170,-931.7688620700786
171,-876.0691227444254
172,-128.84885206153686
173,-101.5741541774634
174,-147.70332349913429
175,-726.0099340977308
176,-103.52493173475918
177,-696.0445669614919
178,-101.02963295504262
179,-114.3958093439413
180,-112.5082072511265
181,-102.92224092954835
182,-119.56021334226277
183,-101.7435327639253
184,-351.3383208422836
185,-112.03459472243834
186,-123.1921175664866
187,-540.4307603589356
188,-100.29047894832063
189,-102.92279602366393
190,-101.26786869334134
191,-222.72171090459477
192,-105.45298651100859
193,-154.11291672374654
194,-119.2329483893818
195,-154.74123567179814
196,-412.4676497486628
197,-142.65426209166307
198,-754.4668750797252
199,-913.1564183443879
200,-892.76668406676
201,-122.46928983396104
202,-912.9974354633054
203,-124.5620042830227
204,-877.4662237818648
205,-103.26928194785339
206,-104.98148029030938
207,-357.30187510173795
208,-327.59366080522614
209,-440.2891039500985
210,-101.95552705393972
211,-170.98631224821392
212,-289.3452885318085
213,-102.48172563833602
214,-100.74107936427804
215,-102.30767541483517
216,-161.4015898407081
217,-135.55765193941323
218,-110.87322409567726
219,-129.03860156539645
220,-103.24007570544845
221,-101.12312370333774
222,-272.97629225912965
223,-104.89434337471477
224,-157.70946350931513
225,-154.19205285064447
226,-119.14298824451119
227,-131.89199260458793
228,-153.66572529634817
229,-456.00644348297345
230,-170.82014944781164
231,-100.59529495029595
232,-388.94705482941856
233,-103.04449736853334
234,-101.64482776951134
235,-326.8390541321176
236,-112.23241437048529
237,-100.73843387153644
238,-101.28008420036223
239,-151.95651208950264
240,-194.6929552025616
241,-688.289423422867
242,-194.9307266003673
243,-149.82230506113189
244,-164.05630085880148
245,-106.59349595530722
246,-580.175476858838
247,-109.7833814901491
248,-107.10192455879768
249,-632.7275925821971
250,-160.00086420760317
251,-104.94148911341692
252,-154.03556037550828
253,-101.44136141718208
254,-110.57654369332805
255,-153.81567693240964
256,-276.1503403729363
257,-921.2459088152577
258,-110.25273513352951
259,-529.8199308883096
260,-919.091747423985
261,-367.1272619328262
262,-819.9541586541803
263,-287.2921379222458
264,-741.036424711517
265,-404.08111115403324
266,-185.7136323958847
267,-117.02996153389101
268,-375.80941008823294
269,-928.7568861925273
270,-192.33576374634453
271,-917.0213748065769
272,-841.7762269963507
273,-171.97319538638877
274,-164.9224117030336
275,-101.86600353028057
276,-492.29707581853063
277,-110.5448886970478
278,-710.5197535672004
279,-117.90424199365
280,-121.89037096824346
281,-737.5039005032377
282,-625.2144699298636
283,-166.63398655968888
284,-101.6449274494637
285,-114.96339684136507
286,-100.5493683041772
287,-109.62256037986268
288,-319.5464750272506
289,-277.44218062475915
290,-270.9018515500928
291,-167.46112425682196
292,-103.12877292149659
293,-189.20944868147023
294,-116.54934947600543
295,-138.93149157921323
296,-310.2965511855448
297,-101.6742452545974
298,-287.0545904427494
299,-150.6032440166343
300,-150.02199372173888
301,-151.83516270185532
302,-104.2525815401309
303,-177.5802097814859
304,-113.52420650102276
305,-141.0167491232196
306,-112.56267079066788
307,-133.71327666975247
308,-142.55014951564985
309,-142.9994467837488
310,-340.94739236427154
311,-142.94976452625892
312,-121.01328366845816
313,-128.75817995738802
314,-158.85821276036404
315,-128.8656189272277
316,-101.12896653020866
317,-104.34315507067379
318,-923.3987502841692
319,-188.16126378051814
320,-927.9998139439336
321,-115.21600373833945
322,-100.95529961390902
323,-710.6881149910672
324,-215.62197668477404
325,-929.2135750136317
326,-102.506974420732
327,-399.02912991826815
328,-104.55476884785664
329,-196.91571026251285
