1,-91.73067220914916
2,-97.56955475470377
3,262.9085441547439
4,-76.19092287157714
5,-13.551047277097567
6,55.25997485506534
7,-58.113446976012774
8,100.2504158285764
9,291.4994736173844
10,-44.66251159425817
11,159.85940512835842
12,246.11104964981362
13,203.7997344214554
14,310.9062408453409
15,238.3652384894935
16,194.04398589035094
17,-81.61889806160576
18,-86.91838465245009
19,362.6000824534338
20,-85.78435195275176
21,-77.90900820047081
22,229.0404297804438
23,-10.294075029672669
24,35.69694465569265
25,-6.631629414139653
26,-31.479926965972226
27,-91.83056505704232
28,59.9158082037908
29,176.3226889865628
30,-79.62947568787192
31,25.89027230983639
32,-97.22883834932034
33,-72.05896209599031
34,-49.46692951884128
35,273.5419810393014
36,16.950135102702518
37,-57.6646662526066
38,-91.41893187980082
39,62.4446914782411
40,-97.37447867212941
41,-64.6708648625341
42,-1.7971951112098452
43,-77.6228031206225
44,-75.50697874740051
45,-92.59373131577371
46,-29.62301525022005
47,-0.7025845592855262
48,234.96854718562457
49,227.65285655677945
50,239.81800042413587
51,-26.516433417063283
52,43.556959279980816
53,144.24883133380507
54,137.89191597810867
55,183.9818125240123
56,-55.553275999438156
57,79.99957739405386
